Search Rank,z_Keyword Density (%),z_Readability Score,z_Caption Length,z_Hashtag Count,z_Hashtag Type,z_Post Timing,z_Sentiment Score,z_Caption Format,z_CTA Presence,z_Emphasis Style (%)
1,0.07367674858223058,-0.1171249188135961,0.5228359001593202,-1.0115347018572824,-1.4778247096092925,-1.2542053559413269,-0.7621870882740447,0.622778330726575,0.8876811594202897,-0.8676409185803758
2,3.4498582230623818,0.40355055206754714,-0.7782793414763677,-1.0115347018572824,-1.4778247096092925,0.20589422688736367,-0.8192797540623626,-2.2209583392577845,-1.1252012882447666,-1.1139874739039666
3,-0.6011814744801512,-0.0023814678501840104,-0.6986192246415296,-1.0115347018572824,-1.4778247096092925,0.7091912259453642,-0.8192797540623626,-0.7990900042656047,-1.1252012882447666,-0.762839248434238
4,-0.20704158790170132,-0.4931803420653822,-0.3268720127456188,-1.0115347018572824,-1.4778247096092925,1.0227425649306956,-1.5658761528326746,0.622778330726575,-1.1252012882447666,1.102713987473904
5,-0.3866257088846881,0.024680666810998064,0.2041954328199681,-1.0115347018572824,-1.4778247096092925,0.9554568698694657,0.5882740447957839,-2.2209583392577845,-1.1252012882447666,-1.0597077244258872
6,-0.6011814744801512,-0.5810781554449016,-0.2206585236325014,-0.5227761485826002,1.162090813093981,0.9110483111290542,0.6519543258673695,0.622778330726575,-1.1252012882447666,0.52776617954071
7,-0.6011814744801512,0.8538644728296167,-0.725172596919809,-0.4250244379276638,1.162090813093981,-0.23819136051675407,1.1482213438735178,-0.7990900042656047,0.8876811594202897,-0.8250521920668058
8,-0.37055765595463136,0.2052392292704048,0.12453531598513007,-1.0115347018572824,-1.4778247096092925,-0.010765711209796807,-1.5900307422046551,0.622778330726575,0.8876811594202897,-0.09144050104384124
9,0.48955576559546304,0.5193764884174062,-0.2737652681890601,-1.0115347018572824,-1.4778247096092925,-0.2529942134302248,-0.8192797540623626,0.622778330726575,0.8876811594202897,-0.868893528183716
10,-0.13993383742911156,-0.8519159991340117,1.2132235793945831,0.2592375366568914,0.6341077085533263,-0.7468712151796529,0.17545015371102332,0.622778330726575,0.8876811594202897,-0.44050104384133615
11,-0.6011814744801512,1.0231651872699716,-0.8313860860329263,1.5300097751710653,0.6341077085533263,1.112905396312744,-0.8192797540623626,-0.7990900042656047,-1.1252012882447666,-0.3319415448851774
12,-0.6011814744801512,0.022515696038103467,0.07142857142857137,-0.22952101661779087,0.6341077085533263,-0.14533710133225677,-2.0072463768115942,0.622778330726575,0.8876811594202897,-0.30730688935281836
13,-0.6011814744801512,0.9331024031175579,-0.24721189591078074,-0.4250244379276638,1.162090813093981,-0.998519714708653,-0.8192797540623626,0.622778330726575,-1.1252012882447666,-0.3511482254697286
14,-0.6011814744801512,0.1779605975319333,0.2573021773765268,-0.03401759530791796,0.6341077085533263,0.2933656304669627,0.8759332454984629,0.622778330726575,0.8876811594202897,-0.6329853862212943
15,-0.447117202268431,-1.224290972071877,2.3019118428040364,-1.0115347018572824,-1.4778247096092925,-0.783205490512717,1.3546332894158981,0.622778330726575,-1.1252012882447666,-0.8805845511482255
16,-0.2637523629489603,-0.12318683697770083,-0.2206585236325014,-1.0115347018572824,-1.4778247096092925,-0.05382855604898403,-0.6304347826086957,0.622778330726575,-1.1252012882447666,1.4463465553235908
17,-0.6011814744801512,-0.9547521108465037,-0.4330855018587362,-0.5227761485826002,1.162090813093981,0.9177768806351767,0.4477382520860781,0.622778330726575,-1.1252012882447666,0.8609603340292277
18,-0.6011814744801512,-0.5334487984412211,-0.6189591078066916,-1.0115347018572824,-1.4778247096092925,0.5423227021935135,-0.8192797540623626,0.622778330726575,-1.1252012882447666,0.39248434237995833
19,0.12566162570888473,0.3786533881792595,-0.2737652681890601,-1.0115347018572824,-1.4778247096092925,-1.0335082761404926,-1.7151954325867367,0.622778330726575,0.8876811594202897,-0.000417536534446681
20,0.9744328922495276,0.006278415241394223,-0.008231545406266657,-0.3272727272727273,0.6341077085533263,0.8437626160678242,0.5794905577514273,0.622778330726575,-1.1252012882447666,-0.7515657620041754
21,-0.6011814744801512,-1.6802338168434727,1.823951141795008,1.5300097751710653,0.6341077085533263,1.173462521867851,1.178963548528766,0.622778330726575,0.8876811594202897,-0.6187891440501043
