Search Rank,z_Keyword Density (%),z_Readability Score,z_Caption Length,z_Hashtag Count,z_Hashtag Type,z_Post Timing,z_Sentiment Score,z_Caption Format,z_CTA Presence,z_Emphasis Style (%)
1,2.172811142836576,0.6925829538061159,-0.5695628265053617,-0.5054786620530566,-0.852195423623995,0.4062386652158143,-0.02223569840307259,-0.19038984587488686,-1.215885947046843,-0.7585661570901423
2,-0.6116982988218922,0.4007807417046194,-0.18463018971679968,-0.5054786620530566,-0.852195423623995,-0.22850924918389548,-2.0214271275520517,0.9428830462375338,0.8207739307535642,0.09225092250922509
3,1.839293855123929,0.8212968987204511,-0.5833104206763817,-0.5054786620530566,-0.852195423623995,0.27324990932172655,-0.9116636345259754,-0.19038984587488686,-1.215885947046843,-0.8682129678439642
4,-0.3897533411713895,0.41986553892864886,-0.19837778388781974,-0.5054786620530566,-0.852195423623995,0.5392274211099021,0.6023852840105114,0.9428830462375338,0.8207739307535642,-0.04638903531892457
5,0.3492633826810952,0.49924094556495335,-0.25336816057190004,-0.1210111495578624,0.38466295609152756,0.3820638375045342,1.0289064079239942,0.9428830462375338,0.8207739307535642,-0.1813389562467054
6,-0.15941046620438135,0.18445022771633054,-0.21212537805883983,-0.5054786620530566,-0.852195423623995,-0.02598839318099383,0.6205781281584799,0.9428830462375338,-1.215885947046843,-1.0542962572482868
7,0.2172961105645799,0.2281500759054435,-0.3221061314270004,-0.5054786620530566,-0.852195423623995,-0.6607363075807037,-0.9116636345259754,0.9428830462375338,-1.215885947046843,2.2061149182920405
8,0.6731830506034504,0.3181522446324008,-0.4045916964531208,-0.5054786620530566,-0.852195423623995,0.778019586507073,-0.9116636345259754,0.9428830462375338,0.8207739307535642,-0.32261465471797585
9,-0.6452899680879142,-2.0024940360008676,2.6886169920263954,-0.5054786620530566,-0.852195423623995,0.4969169387014871,0.9884778653729532,0.9428830462375338,-1.215885947046843,-0.9167105956773854
10,-0.6332929433500492,-1.7663196703535027,2.454907891119054,-0.3132449058054595,0.38466295609152756,0.4908777656873412,0.6731352334748333,0.9428830462375338,-1.215885947046843,-0.01897733263046913
11,0.14651366461117638,0.15712426805465193,0.06282650536156163,-0.1210111495578624,0.38466295609152756,-0.6758614435981137,1.0673135233474835,0.9428830462375338,0.8207739307535642,-0.4928835002635741
12,-0.8264450416296758,0.7826935588809368,-0.5970580148474018,0.3595732410611303,1.62152133580705,-0.52170837867247,-0.9116636345259754,0.9428830462375338,-1.215885947046843,0.2730627306273063
13,-0.26378458142380684,0.3004771199306008,-0.07464943634863909,-0.5054786620530566,-0.852195423623995,0.8898621690243016,-0.40630685263796246,0.9428830462375338,0.8207739307535642,0.17501317870321562
14,-0.07663099551311274,0.5953155497722837,-0.5145724498212814,-0.5054786620530566,-0.852195423623995,0.34579252811026456,-0.9116636345259754,-0.19038984587488686,-1.215885947046843,-0.5788086452293095
15,-0.4737325143364446,0.42008241162437654,-0.019659059664558796,-0.5054786620530566,-0.852195423623995,-2.3836235038084874,0.7216494845360826,0.9428830462375338,0.8207739307535642,0.4623089088033738
16,-0.5661096048180051,0.40761223162003907,-0.3221061314270004,-0.024894271434063853,0.38466295609152756,-0.11365614798694225,0.6185567010309279,-0.19038984587488686,0.8207739307535642,-0.36267791249341064
17,-0.07663099551311274,0.45207113424419865,-0.5145724498212814,-0.5054786620530566,-0.852195423623995,0.8596300326441785,-0.9116636345259754,0.9428830462375338,0.8207739307535642,0.7301001581444385
18,-0.8264450416296758,1.0867490782910432,-0.7345339565576026,-0.5054786620530566,-0.852195423623995,0.18861080885019965,-0.9116636345259754,-0.19038984587488686,-1.215885947046843,-0.4127569847127042
19,-0.12101998704321329,0.3913467794404685,-0.25336816057190004,-0.21712802768166092,0.38466295609152756,-0.5489118607181719,-0.9116636345259754,0.9428830462375338,0.8207739307535642,0.4037954665260939
20,-0.3897533411713895,0.41986553892864886,-0.19837778388781974,-0.5054786620530566,-0.852195423623995,0.5271490750816102,0.6023852840105114,0.9428830462375338,0.8207739307535642,-0.04638903531892457
21,-0.13421671425486484,0.5142051615701584,-0.23962056640087995,-0.40936178392925804,0.38466295609152756,0.5724882118244466,0.04042854255104096,-0.19038984587488686,-1.215885947046843,-0.2936215076436479
22,-0.412547688173333,0.4426371719800477,-0.15713500137475953,-0.5054786620530566,-0.852195423623995,0.9714726151614076,-0.11522134627046694,-1.3236627379873076,0.8207739307535642,-0.955719557195572
23,0.0013496652830098648,0.3189112990674474,-0.5558152323343416,-0.5054786620530566,-0.852195423623995,-2.4833696046427276,-0.2688498079644229,-1.3236627379873076,0.8207739307535642,-0.6457564575645757
24,-0.5337176380257697,0.19822164389503363,0.17280725872972222,-0.5054786620530566,-0.852195423623995,-0.44916575988393165,0.7863351526177481,0.9428830462375338,0.8207739307535642,-0.9683711122825513
25,1.0186973630539626,0.47495120364346133,-0.4183392906241409,-0.3132449058054595,0.38466295609152756,-1.4980050779833152,0.6690923792197292,0.9428830462375338,0.8207739307535642,-0.7469688982604112
26,-0.026243491614079708,0.235632183908046,-0.12963981303271938,-0.5054786620530566,-0.852195423623995,-0.36452665941240475,0.29714978775015155,0.9428830462375338,0.8207739307535642,0.9351607801792303
